,date,author,text,title,stars,location,url,language
0,2022-04-22,Nathalie,"I recently decided to have my teeth corrected. The contact so far has been really phenomenal- fast and very professional. The price-performance ratio is really good, so I have now ordered the dental trays and can’t wait to see the result.",Very satisfied,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
1,2022-04-22,Sofia Capraro,Great experience! The customer service has always been super nice and helpful. I had an IPR done and everything went smoothly. The box arrived on time and so far the treatment is going well. It doesn't hurt at all! Which is amazing. Thank you for bringing my smile back :),Thank you for bringing my smile back :),5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
2,2022-04-22,Andreia Silva,very happy with the service!,very happy with the service!,5,LU,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
3,2022-04-25,LyBe,"Easy process, incredible technology, should have done this earlier:)","Easy process, incredible technology",5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
4,2022-04-29,Samy,"Great Service with consultant Tony!
He guided me through all steps and answered each tiny question. 
Now I have ordered the wished package and await delivery 😀",Great Service with consultant Tony!,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
5,2022-04-29,Jascha Weber,"Two time's a charm. On my first try (1 1/2 yrs ago) I didn't get any feedback with no help after apparently my scan somehow got lost. This time smooth process so far. Got a good deal also, so no complaints so far.",Two time's a charm,4,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
6,2022-04-30,zuza,"customer care always available, easy to understand but result is not like expected",okay,3,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
7,2022-05-02,Eleonora,"Went through the whole aligners treatment 6months following step by step for the whole purpose of aligning one front tooth (about 2500€ for this purpose). At the end of the treatment, the tooth is still in the same offset position. Asked PlusDental what to do next and their answer was that the position was the best one possible and that I had to order a retainer for 99€ to keep everything in position and that not always the result is as someone wishes. I answered them that buying a retainer for an unsatisfied position sounded like a joke and got back a simple “sorry we couldn’t satisfy your request”. So I lost 2500€ and my time!",Waste of money and time!,1,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
8,2022-05-03,Saumya Sadanand,"The 3D scan facility at plus dental is very unique and interesting. I was comfortable and calm the entire time I was in there, and the team made sure of that :)",The 3D scan facility at plus dental is…,4,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
9,2022-05-03,Sorin,"What can i say, everything i needed to know and even some ""extras"", even though i don't speak the language perfectly, they managed to clarify everything for me. And also, they didn't keep me waiting, everything was on point.",What can i say,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
10,2022-05-04,N.H,The staff are very friendly and professional,The staff are very friendly and…,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
11,2022-05-04,Faiq Farhan,The whole experience went pretty smoothly and had no issues at all. The doctor was pretty nice and friendly.,Friendly doctor and smooth experience,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
12,2022-05-05,Maria Luz Pebes,"I was surprise by the tecnology that everything is, and how well explained were everything in english.",Good service,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
13,2022-05-05,Adv Sukhi,"Bad experiences and high prices for students. When I wanted to start my procedure. I requested them that being a student tell me the less price so I can afford it. But still, they gave me very high prices. In my last call, I said them to give me some time for thinking, because the price the very high. but without my permission, they sent me the set of braces. Now, they continuing send me messages about paying the installments.
So, it's my suggestion if you are a student, then think twice to take the services from them.",Bad experiences and high prices,1,IN,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
14,2022-05-05,Bernhard,All good and friendly,All good and friendly,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
15,2022-05-06,BS,"Everything was okay and well organized, everybody was very friendly",dentist,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
16,2022-05-06,Aidai Kazakbaeva,"Great service and very knowledgeable staff, explained everything you need to know. They care about their patients and offer the best solution for their needs.",Great service!,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
17,2022-05-08,Rob Sibhatleab,The communication with the service providers war great and the coordination with the representative  dentist was fast. The PlusDental splints arrived on time without any complications and up to now feel like they are working.,PlusDental Service evaluation,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
18,2022-05-09,Ignacio Sanhueza González,"Very Bad service. I had an appointment, which I arrived 20 minutes before, and in reception, they told me that no Dentist was available to make the service that Plusdental is offering... Unbelievable. I would not recommend this service because I lost working time in a service that I did not receive.",Very Bad service,1,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
19,2022-05-11,Siruthondan Nanmaran,"Had my first appointment, which went really well and waiting for my 3D simulation.",Had my first appointment,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=2&stars=1&stars=2&stars=3&stars=4&stars=5,en
20,2022-04-06,Aimaq,"I could speak in three languages with the dr or the staff. German, English and Persian. Comfortable experience.",Multilingual,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
21,2022-04-06,Alice Mujawimana,"The dentist scanned my teeth just for 30min,they were friendly and explained to me about any questions I asked.
So professional scanner,you can see clearly your teeth problems",Professional scanner and not taking long,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
22,2022-04-06,G G,"I was welcomed very warmly. Then, I filled a medical form out. Followed by a scan and consulting by the dentist. I was informed well about the process. The first impression is very good.",Nice and warm first impression,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
23,2022-04-07,M,Flexible Appointments and modern infrastructure,Flexible Appointments and modern…,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
24,2022-04-07,Nynje,"I went to a dentist for the 3D scan 
Everybody was very nice and answered all of my questions happily! I'm excited to get more info on how to continue",I went to a dentist for the 3D scan,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
25,2022-04-10,A.O.,"From booking the appointment to get prepped for it, until the actual experience at the Dentist: Everything was super smooth!",Super smooth,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
26,2022-04-10,A B,"The appointment was very quick and easy. The most important factor was the ambience, the people were really nice and kind.",The appointment was very quick and…,4,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
27,2022-04-11,rijo kurian,Excellent service and affordable,Excellent service and affordable,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
28,2022-04-13,Carmen Freschetti,"The appointment started on time and the lady explaining the process and doing the 3D scan was super friendly and helpful. She was also very gentle when taking pictures with her tool. The doctor who checked me afterwards was also very friendly and seemed competent. Very good experience so far, even though I haven't started the treatment yet.",Very good experience at PlusDental Frankfurt,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
29,2022-04-13,ahmed bashir,Very friendly,Very good,4,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
30,2022-04-13,Anyu Liu,First scan done and waiting for the plan. Staff was friendly and professional. Very informative intro to let people know exactly what to expect. My husband did the same last year and the result has been great! Looking forward to my own little transformation.,Perfect for cosmetic touch,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
31,2022-04-14,Endy Nguyen,I have received the treatment plan.  But unfortunately the result was not as expected.  Only the front of the teeth can be changed.,treatment,3,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
32,2022-04-14,Opeyemi Esther Oladipo,"Starting with the customer service, the
practice have a good one and their
staffs are approachable, friendly and
reasonable. The teeth screening was
done diligently and they try as much as
possible to answer my questions. I had
a nice experience.",Good experience,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
33,2022-04-15,Donjeta,My appointment started with a really short latency. Everyone was friendly and the procedure got explained very detailed. All my questions got answered and I even got a second opinion. After my appointment my next appointment was already scheduled and my App was all settled in. Everything went smoothly. I love it.,Pleasant experience,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
34,2022-04-15,Six Optics,"Yesterday I was at the information session for my dental splint.  The doctor was very friendly and the practice made a good impression on me.  I can't say much about the treatment yet, but so far everything has been great.",Yesterday I was at the information…,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
35,2022-04-19,Kristin Saksvik,Informative and professional.,Informative and professional.,3,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
36,2022-04-19,Ano nymous,I just had the initial appointment. The doctor was super friendly and explained me all the different possibilities plus dental could approach my treatment and asked me to correctly align at the beginning how exactly I want my teeth and if it was possible,3D scan appointment,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
37,2022-04-21,Ash,"Quite good experience, the dentist was great. Only negative was that the receptionist did not speak any English",Quite good experience,4,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
38,2022-04-21,Andrea Palencia,"the attention was very fast.  Even though I don't speak German, they treated me perfectly in English.  They explained everything to me in detail and were very kind.  I am very happy with the care.",the attention was very good,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
39,2022-04-22,Chia Chen Lee,Very nice experience! Never expected my teeth to change in this way,Very nice experience,5,TW,https://www.trustpilot.com/review/plusdental.de?languages=en&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,en
40,2022-03-30,Saurabh Deshmukh,Professional service,Professional service,4,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
41,2022-03-30,Demetrius Stewart,Great service,Great service,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
42,2022-03-31,Alex Deege,"So far so good! Haven’t started any treatment yet, but the first visit was professional.",So far so good!,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
43,2022-03-31,Anna de Arriba,"I was for the second time in the PlusDental offices in Schwabing in Munich. The treatment was very professional and efficient, which I have appreciated a lot.
I recommend PlusDental service and offices without a doubt.",Professional and efficient,4,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
44,2022-03-31,HR,"Straightforward, friendly and fast.
I was positively surprised about how fast I got my appointment. Once I got my appointment I've been called by a nice lady of customer service that explained the process I was about to experience so no questions remained.
The doctor was very nice too and explained what he did.
I am looking forward to receiving my 3D scan.","Straightforward, friendly and fast.",5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
45,2022-03-31,Daniel Bogdani,Nice Place with very Good personal.,Nice Place with very Good personal.,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
46,2022-04-01,Tanja Shoeit,"Very nice and competent doctor, the course of treatment is explained in an understandable way, all questions are answered, you feel well taken care of",Highly recommended,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
47,2022-04-01,Nicholas Boldt,"The first stage was very Good. I was well received and the staff were great and patient,  also they were nice enough to provide me with every information possible.",The first stage was very Good,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
48,2022-04-02,Marita,"Great customer experience! Easy online booking of the appointment, very friendly support via a call and a compentent and empathic doctor. Overall very happy until now, lets see if it will work out for my teeth ;)",Great customer experience,5,AU,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
49,2022-04-03,김혜수,The doctor that I have visited was super nice and explained properly about the product. Even I cannot speak german properly but could understand everything and I am happy with their service,Good experience with 3D Check-up,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
50,2022-04-03,Yeva Petrosyan,"Friendly staff, modern equipment and professional treatment, I was offered the most affordable price range in the market.",Professional and friendly,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
51,2022-04-04,Lisa Bo,"I went to the Rheinauhafen for a 3D scan last Friday. The employee was super nice and calmly explained everything to me at the beginning.

The 3D scan was super comfortable. You could see the teeth directly on the monitor.

I am now looking forward to my treatment plan.",Super nice and competent team,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
52,2022-04-04,Domenico Ceo,"Punctual and trustworthy, 100 percent recommended.",5 Stars,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
53,2022-04-04,Kerstin,"Before my visit, I got a call by an employee of PlusDental to ensure that I don't have any questions so far. At the shop of the dentist in Regensburg, I got a detailed investigation and an 3D scan of my teeth. I had at the praxis the chance to get all answers of my questions. Now, I'm waiting for my plan and in the meantime I got a mail with a contact if I would have any questions. What I really like is that I always know the next step and a contact person. So in case of any question you have always the possibility to contact somebody!",3D scan/review,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
54,2022-04-05,Sham,"The doctor spoke some English (living in Leipzig), but we could understand each other with some German mixed in. She was nice and answered all my questions. However, she was a bit pushy to get both upper and lower teeth done, whereas I mentioned multiple times that I am only interested in the upper set.
Overall, the whole marketing around it is a bit too much, and they try to make it sound as if its really simple. Whereas its not. It is like having wire braces but prettier.",A good experience but too much marketing,4,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
55,2022-04-05,R.M.,"Very friendly and quick visit. Very expirient dentist, explained all details very well.",Very friendly and quick visit,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
56,2022-04-05,T. Reese,"I thought the interview at the partner practice was very good.
The colleague was very friendly and polite. She explained everything in detail, from PlusDental in general to treatment duration and depth. The appointment and the 3D scan went very quickly and was thorough. I had a good impression of PlusDental. Now I am curious what the next steps will be and what my future result will look like. Thank you very much for the nice conversation.",Start-up talk at PlusDental,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
57,2022-04-05,Camilla Nyqvist,I was surprised how easy and fast the procedure went! A very fresh and modern dentist. I also got good service in English.,Good service,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
58,2022-04-06,Nurana,The first conversation was very friendly and professional. I’m waiting for the treatment and my straight teeth.,Erstgespräch,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
59,2022-04-06,Oli Klein,"Very fast and friendly consultation and staff. Modern facilities and technology. the 3D is pretty impressive.

Additional service that is not ""free"" and that I wasn't aware needs to be done before: X-Ray to check jaw bone structure (only if you don't possess an x-ray not older than 12 months) - cost: 60€",Very fast and easy first consultation. Modern facilities and technology,4,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,en
60,2022-03-17,Anja Wuerttemberger,"Good and prompt service, professional staff and quick planning and treatment plan. Overall really satisfied!",Good and prompt service,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
61,2022-03-17,Umer Mehboob,"Doctors were super calm and friendly. He explained all possible scenarios. 
I felt comfortable.",Professional and calm,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
62,2022-03-18,AP,The whole process of the 3D scan went very smooth. The staff explained everything in detail and answered all my questions. The process was done carefully and so caused no pain. Waiting for my treatment plan.,Very professional,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
63,2022-03-18,Laila Moustakim,"Dear PlusDental Team,

Thank you for your time during my visit.

I appreciate your diagnostic to my teeth case. The person was in charge has explained every thing clearly in English, that was so helpful to me.

Thank you so much. 
Looking forward to the next step in order to decide regarding the treatment.

Kind regerds,
Laila Moustakim","Dear PlusDental Team,",5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
64,2022-03-19,Erkan Güngör,i was very pleased with the advice and I am looking forward to the offers. i can only recommend it. professional consultation everything is perfect. thank you for that,i was very pleased with the advice and…,3,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
65,2022-03-20,Melek,"Kind dentist informed about the next steps. 3D scan technology was interesting and little impressive on the accuracy and speed. 
Looking forward to a brider smile. 
Unfortunately no direct plan could be provided hence a PC needs to calculate the procedure.",Kind dentist informed about the next…,4,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
66,2022-03-21,Sofia Capraro,So far the experience has been great! Everyone I spoke to was mega kind. I also went through an IPR treatment and it was easier than what I thought it would be. The dentist was also super nice and delicate. Aligners arrived in two weeks and everything was just super easy.,Great experience!,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
67,2022-03-21,Pablo Mainzer,"Very satisfied, I'm glad I chose PlusDental to take care of my treatment.",Very satisfied,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
68,2022-03-22,Adnan Ali,People were nice and professional. They treated well. Everything was satisfactory,People there were nice and…,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
69,2022-03-23,lorenzo,"Great staff, godr Infos and uncomplicated way to get an appointment",Great staff,4,IT,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
70,2022-03-23,Tariqul Dipu,I am really happy with service. Did a very quick 3D scan at their partner dentist location. Now I have already received my dental implants. And I have started my treatment already. Really glad with their prompt customer support. I hope these dental implants will work properly according to the plan.Highly recommended.,Really Happy,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
71,2022-03-28,Anoop,"Good and friendly approach. 
Great experience.",Good and friendly approach,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
72,2022-03-28,N.H,All the staff are very nice. The dentist spoke in English with me as I asked her. She explained everything in details and was very nice.,All the staff are very nice,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
73,2022-03-28,GabyAllison,"The group was very friendly and professional, they explained everything very carefully and throughout, and were honest about the expectations and if the procedure would fit my case or not.",Friendly and professional,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
74,2022-03-29,Daniele,"The staff was nice and professional, and they answered all my questions.",Overall a good experience,5,IT,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
75,2022-03-30,Roula,They were very helpful and professional. 3d scan was very quick and i can’t wait to get the results!,Good service,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
76,2022-03-30,Tousif Hyder,The overall experience was good.,The overall experience was good.,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
77,2022-03-30,Dimi Niko,Getting to the clinic was a breeze and super easy to find. The clinic is very clean and tidy and the personnel is super friendly. The whole procedure was not painful at all and within less than 15 minutes the scan was done and all the next steps got explained to me. Now my scan is being examined in the Lab in Germany and I will soon receive an offer and a treatment plan. Can't wait!,Not like going to the dentist! :),5,AT,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
78,2022-03-30,Ben,"Professional behavior!
All my questions/concerns were answered!
Clear process and smooth consultation.",Very satisfied,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
79,2022-03-30,Hasan Koy,I just seen an advertisement and wanted to have more information. It takes a few minutes to arrange an appointment for the first scan. People were so nice and moreover very informative. Dentist answered all my questions and explained perfectly. Everything went so good from the first perspective.,"Easy, Fast and Welcoming",5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,en
80,2022-03-02,Ruska Bibiluri,Great experience,Great experience,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=6&stars=1&stars=2&stars=3&stars=4&stars=5,en
81,2022-03-03,Mega Diagma,The doctor explains me very well with the steps. Gently scanning my teeth.,The doctor explains me very well with…,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=6&stars=1&stars=2&stars=3&stars=4&stars=5,en
82,2022-03-03,Veni,"Very good preliminary service, i hope this will continue until the end of the tretment.",Very good preliminary service,5,LU,https://www.trustpilot.com/review/plusdental.de?languages=en&page=6&stars=1&stars=2&stars=3&stars=4&stars=5,en
83,2022-03-04,Demet Sarikaya,The praxis staff and the dentists were extremely professional and helpful.,Professional and helpful,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=6&stars=1&stars=2&stars=3&stars=4&stars=5,en
84,2022-03-07,Alexander Kaimakis,"Super service, very good organized process between plus dental and the dentists. Procedure is almost digital.",Very good Service,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=6&stars=1&stars=2&stars=3&stars=4&stars=5,en
85,2022-03-07,Yang Liu,"Good Experience
Staff will examine your teeth in detail. And patiently tell you the next process",Good Experience,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=6&stars=1&stars=2&stars=3&stars=4&stars=5,en
86,2022-03-07,Anna,"The appointment was very pleasant, nice team on site, detailed explanation and answering of all my questions.","Great team, felt in good hands",5,DE,https://www.trustpilot.com/review/plusdental.de?languages=en&page=6&stars=1&stars=2&stars=3&stars=4&stars=5,en
